rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
75,100,252,0.05,3,2,clustered,0.5;-0.15,28,28,5,23,6,-1,-6,-1,-1,-6,2,shortest
73,100,234,0.05,4,3,clustered,0.5;-0.15,-1,-1,7,-8,8,-1,-8,-1,-1,-8,4,shortest
72,100,256,0.05,4,3,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
71,100,234,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,6,-1,-6,-1,-1,-6,4,shortest
70,100,250,0.05,2,1,clustered,0.5;-0.15,10,6,5,5,0,11,6,11,11,6,0,shortest
69,100,242,0.05,7,6,clustered,0.5;-0.15,38,56,4,34,0,8,4,8,8,4,0,shortest
68,100,279,0.05,3,2,clustered,0.5;-0.15,3,3,3,0,0,3,0,3,3,0,0,shortest
67,100,240,0.05,5,4,clustered,0.5;-0.15,3,3,3,0,0,3,0,3,3,0,0,shortest
66,100,239,0.05,3,2,clustered,0.5;-0.15,11,7,4,7,0,-1,-5,-1,-1,-5,0,shortest
64,100,235,0.05,3,2,clustered,0.5;-0.15,4,4,4,0,0,4,0,4,4,0,0,shortest
63,100,249,0.05,6,5,clustered,0.5;-0.15,32,30,4,28,4,-1,-5,-1,-1,-5,2,shortest
62,100,223,0.05,3,2,clustered,0.5;-0.15,3,3,3,0,0,3,0,3,3,0,0,shortest
59,100,253,0.05,4,3,clustered,0.5;-0.15,-1,-1,6,-7,6,-1,-7,-1,-1,-7,2,shortest
57,100,251,0.05,4,3,clustered,0.5;-0.15,-1,-1,6,-7,22,-1,-7,-1,-1,-7,12,shortest
56,100,250,0.05,1,0,clustered,0.5;-0.15,-1,-1,6,-7,8,-1,-7,-1,-1,-7,8,shortest
54,100,280,0.05,4,3,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
53,100,251,0.05,6,5,clustered,0.5;-0.15,2,2,2,0,0,2,0,2,2,0,0,shortest
51,100,228,0.05,6,5,clustered,0.5;-0.15,34,40,5,29,8,-1,-6,30,30,25,4,shortest
50,100,241,0.05,4,3,clustered,0.5;-0.15,15,9,4,11,8,8,4,14,14,10,4,shortest
49,100,271,0.05,4,3,clustered,0.5;-0.15,7,7,4,3,4,6,2,12,12,8,2,shortest
48,100,248,0.05,3,2,clustered,0.5;-0.15,23,23,4,19,0,11,7,11,11,7,0,shortest
47,100,261,0.05,5,4,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
45,100,238,0.05,4,3,clustered,0.5;-0.15,28,28,5,23,0,-1,-6,-1,-1,-6,0,shortest
43,100,236,0.05,3,2,clustered,0.5;-0.15,5,5,5,0,0,5,0,5,5,0,0,shortest
42,100,238,0.05,4,3,clustered,0.5;-0.15,11,11,5,6,0,-1,-6,-1,-1,-6,0,shortest
41,100,270,0.05,5,4,clustered,0.5;-0.15,8,8,4,4,0,4,0,8,8,4,0,shortest
40,100,272,0.05,4,3,clustered,0.5;-0.15,27,27,4,23,22,-1,-5,5,5,1,8,shortest
38,100,245,0.05,3,2,clustered,0.5;-0.15,34,32,5,29,4,-1,-6,-1,-1,-6,2,shortest
37,100,252,0.05,5,4,clustered,0.5;-0.15,47,47,5,42,0,-1,-6,-1,-1,-6,0,shortest
35,100,253,0.05,4,3,clustered,0.5;-0.15,-1,-1,6,-7,4,-1,-7,-1,-1,-7,2,shortest
34,100,250,0.05,2,1,clustered,0.5;-0.15,4,10,4,0,0,4,0,4,4,0,0,shortest
33,100,251,0.05,3,2,clustered,0.5;-0.15,3,3,3,0,16,3,0,3,3,0,6,shortest
31,100,258,0.05,6,5,clustered,0.5;-0.15,11,11,5,6,6,15,10,11,11,6,4,shortest
28,100,227,0.05,3,2,clustered,0.5;-0.15,-1,-1,7,-8,10,-1,-8,-1,-1,-8,6,shortest
27,100,258,0.05,3,2,clustered,0.5;-0.15,9,15,6,3,0,-1,-7,-1,-1,-7,0,shortest
25,100,276,0.05,3,2,clustered,0.5;-0.15,8,18,4,4,12,11,7,11,25,7,4,shortest
24,100,237,0.05,4,3,clustered,0.5;-0.15,30,30,4,26,0,-1,-5,-1,-1,-5,0,shortest
23,100,242,0.05,3,2,clustered,0.5;-0.15,3,7,3,0,0,3,0,3,3,0,0,shortest
22,100,239,0.05,6,5,clustered,0.5;-0.15,3,3,3,0,0,3,0,3,3,0,0,shortest
21,100,236,0.05,4,3,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
20,100,242,0.05,4,3,clustered,0.5;-0.15,8,9,6,2,4,-1,-7,-1,-1,-7,2,shortest
19,100,254,0.05,3,2,clustered,0.5;-0.15,4,6,4,0,8,4,0,4,4,0,4,shortest
17,100,260,0.05,4,3,clustered,0.5;-0.15,9,9,4,5,0,-1,-5,-1,-1,-5,0,shortest
16,100,228,0.05,2,1,clustered,0.5;-0.15,13,13,5,8,0,-1,-6,-1,-1,-6,0,shortest
15,100,247,0.05,5,4,clustered,0.5;-0.15,41,63,5,36,12,-1,-6,-1,-1,-6,8,shortest
13,100,239,0.05,7,6,clustered,0.5;-0.15,6,6,4,2,0,4,0,6,6,2,0,shortest
11,100,206,0.05,1,0,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
9,100,256,0.05,2,1,clustered,0.5;-0.15,36,36,6,30,24,-1,-7,24,24,18,12,shortest
8,100,265,0.05,4,3,clustered,0.5;-0.15,3,3,3,0,8,3,0,3,3,0,4,shortest
5,100,254,0.05,5,4,clustered,0.5;-0.15,14,16,5,9,6,-1,-6,-1,-1,-6,2,shortest
3,100,239,0.05,4,3,clustered,0.5;-0.15,-1,-1,5,-6,8,-1,-6,-1,-1,-6,4,shortest
1,100,243,0.05,4,3,clustered,0.5;-0.15,6,20,6,0,6,-1,-7,22,22,16,4,shortest
