rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
82,25,40,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,6,edgeCount
81,25,44,0.15,2,,clustered,0.8;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
80,25,43,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
79,25,45,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
78,25,44,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
77,25,45,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
76,25,42,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
75,25,36,0.15,2,,clustered,0.8;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,edgeCount
74,25,41,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
73,25,50,0.15,4,,clustered,0.8;-0.3,5,3,3,2,0,5,2,5,5,2,0,edgeCount
72,25,42,0.15,2,,clustered,0.8;-0.3,9,5,4,5,0,-1,-5,-1,-1,-5,0,edgeCount
71,25,42,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
70,25,34,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
69,25,39,0.15,1,,clustered,0.8;-0.3,6,6,6,0,8,-1,-7,6,6,0,8,edgeCount
68,25,48,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
67,25,53,0.15,1,,clustered,0.8;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
66,25,49,0.15,2,,clustered,0.8;-0.3,11,11,5,6,12,-1,-6,-1,-1,-6,6,edgeCount
65,25,43,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
64,25,39,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
63,25,43,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
62,25,44,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
61,25,45,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
60,25,44,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
59,25,45,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
58,25,53,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
57,25,36,0.15,2,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
56,25,51,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,18,-1,0,-1,-1,0,10,edgeCount
55,25,45,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,14,-1,0,-1,-1,0,8,edgeCount
54,25,50,0.15,5,,clustered,0.8;-0.3,3,13,3,0,0,5,2,5,5,2,0,edgeCount
53,25,42,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
52,25,44,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
51,25,51,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
50,25,50,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
49,25,51,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
48,25,36,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
47,25,34,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
46,25,38,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
45,25,50,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
44,25,48,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
43,25,36,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
42,25,48,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
41,25,42,0.15,3,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
40,25,52,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
39,25,39,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
38,25,44,0.15,2,,clustered,0.8;-0.3,-1,-1,5,-6,4,-1,-6,-1,-1,-6,2,edgeCount
37,25,54,0.15,4,,clustered,0.8;-0.3,3,7,3,0,8,5,2,5,5,2,4,edgeCount
36,25,43,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
35,25,56,0.15,5,,clustered,0.8;-0.3,3,11,3,0,0,3,0,3,11,0,0,edgeCount
34,25,47,0.15,2,,clustered,0.8;-0.3,2,2,2,0,10,2,0,2,2,0,6,edgeCount
33,25,30,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
32,25,38,0.15,1,,clustered,0.8;-0.3,-1,-1,8,-9,0,-1,-9,-1,-1,-9,0,edgeCount
31,25,47,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
30,25,47,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,6,edgeCount
29,25,47,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,10,-1,0,-1,-1,0,8,edgeCount
28,25,45,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
27,25,44,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
26,25,41,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
25,25,49,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
24,25,55,0.15,6,,clustered,0.8;-0.3,5,5,3,2,4,7,4,5,7,2,2,edgeCount
23,25,50,0.15,4,,clustered,0.8;-0.3,-1,-1,5,-6,4,-1,-6,-1,-1,-6,2,edgeCount
22,25,50,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
21,25,52,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
20,25,49,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
19,25,35,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
18,25,49,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
17,25,34,0.15,1,,clustered,0.8;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
16,25,44,0.15,1,,clustered,0.8;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
15,25,44,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
14,25,41,0.15,2,,clustered,0.8;-0.3,-1,-1,5,-6,4,-1,-6,-1,-1,-6,4,edgeCount
13,25,34,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
12,25,39,0.15,1,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
11,25,44,0.15,3,,clustered,0.8;-0.3,14,8,4,10,4,-1,-5,-1,-1,-5,2,edgeCount
10,25,47,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
9,25,59,0.15,5,,clustered,0.8;-0.3,8,26,4,4,0,10,6,10,10,6,0,edgeCount
8,25,51,0.15,3,,clustered,0.8;-0.3,5,19,4,1,0,9,5,9,9,5,0,edgeCount
7,25,53,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
6,25,40,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
5,25,43,0.15,4,,clustered,0.8;-0.3,6,6,2,4,0,2,0,4,2,2,0,edgeCount
4,25,50,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,10,-1,0,-1,-1,0,6,edgeCount
3,25,39,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
2,25,47,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
1,25,45,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
