rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
1000,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
800,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
799,197,243,graphml/Cogentco.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
798,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,22,31,18,4,0,58,40,58,58,40,0,edgeCount
797,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
796,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,10,-11,2,-1,-11,-1,-1,-11,2,edgeCount
795,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,12,22,4,8,2,4,0,4,4,0,2,edgeCount
794,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,12,12,5,7,0,12,7,12,12,7,0,edgeCount
793,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,13,13,9,4,0,13,4,13,13,4,0,edgeCount
792,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
791,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
790,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,19,-20,0,-1,-20,-1,-1,-20,0,edgeCount
789,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,28,14,13,15,0,-1,-14,-1,-1,-14,0,edgeCount
788,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
787,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
786,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,40,26,16,24,2,-1,-17,40,26,24,2,edgeCount
785,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,22,-23,0,-1,-23,-1,-1,-23,0,edgeCount
784,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,19,-20,0,-1,-20,-1,-1,-20,0,edgeCount
783,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,15,15,10,5,0,15,5,15,15,5,0,edgeCount
782,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
781,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,14,14,14,0,0,14,0,14,14,0,0,edgeCount
780,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,13,13,13,0,0,13,0,13,13,0,0,edgeCount
779,197,243,graphml/Cogentco.graphml,3,,clustered,0.7;-0.3,39,21,5,34,0,5,0,5,5,0,0,edgeCount
778,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,5,7,5,0,0,-1,-6,7,7,2,0,edgeCount
777,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
776,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
775,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
774,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
773,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,33,33,16,17,0,33,17,33,33,17,0,edgeCount
772,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
771,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
770,197,243,graphml/Cogentco.graphml,3,,clustered,0.7;-0.3,63,63,9,54,0,47,38,47,47,38,0,edgeCount
769,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
768,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
767,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
766,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,12,12,12,0,0,12,0,12,12,0,0,edgeCount
765,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
764,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
763,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
762,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
761,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
760,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,17,13,13,4,2,-1,-14,17,13,4,2,edgeCount
759,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
758,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
757,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
756,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,52,52,22,30,0,52,30,52,52,30,0,edgeCount
755,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
754,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
753,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
752,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
751,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,22,22,18,4,0,25,7,22,22,4,0,edgeCount
750,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,8,28,8,0,4,8,0,8,28,0,4,edgeCount
749,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
748,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,5,5,5,0,2,5,0,5,5,0,2,edgeCount
747,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,8,-9,2,-1,-9,-1,-1,-9,2,edgeCount
746,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
745,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
744,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,12,12,12,0,0,12,0,12,12,0,0,edgeCount
743,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
742,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
741,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
740,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,44,44,19,25,0,44,25,44,44,25,0,edgeCount
739,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
738,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
737,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
736,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
735,197,243,graphml/Cogentco.graphml,3,,clustered,0.7;-0.3,-1,-1,12,-13,0,-1,-13,-1,-1,-13,0,edgeCount
734,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
733,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,50,46,21,29,2,-1,-22,50,46,29,2,edgeCount
732,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
731,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
730,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,34,34,16,18,0,34,18,34,34,18,0,edgeCount
729,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
728,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,19,95,16,3,2,39,23,39,39,23,2,edgeCount
727,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
726,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,36,36,12,24,0,36,24,36,36,24,0,edgeCount
725,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,13,13,13,0,0,13,0,13,13,0,0,edgeCount
724,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,24,24,24,0,0,24,0,24,24,0,0,edgeCount
723,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
722,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,72,36,13,59,2,-1,-14,58,58,45,2,edgeCount
721,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
720,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
719,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,43,43,16,27,0,43,27,43,43,27,0,edgeCount
718,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,15,15,15,0,2,15,0,15,15,0,2,edgeCount
717,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
716,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
715,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,11,11,8,3,0,11,3,11,11,3,0,edgeCount
714,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,13,55,13,0,2,13,0,13,55,0,2,edgeCount
713,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
712,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
711,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,37,37,16,21,2,-1,-17,37,37,21,2,edgeCount
710,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
709,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,35,9,9,26,0,9,0,9,9,0,0,edgeCount
708,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,12,12,11,1,0,12,1,12,12,1,0,edgeCount
707,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
706,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,13,-14,2,-1,-14,-1,-1,-14,2,edgeCount
705,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
704,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
703,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
702,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
701,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,7,7,7,0,4,7,0,7,7,0,4,edgeCount
700,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
699,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
698,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
697,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
696,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
695,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
694,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
693,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
692,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,17,-18,0,-1,-18,-1,-1,-18,0,edgeCount
691,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,11,11,10,1,0,11,1,11,11,1,0,edgeCount
690,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
689,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,8,-9,0,-1,-9,-1,-1,-9,0,edgeCount
688,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
687,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
686,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,12,-13,2,-1,-13,47,39,35,2,edgeCount
685,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
684,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,27,9,9,18,0,9,0,9,9,0,0,edgeCount
683,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
682,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
681,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,10,10,7,3,2,10,3,10,10,3,2,edgeCount
680,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
679,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
678,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,64,64,25,39,0,64,39,64,64,39,0,edgeCount
677,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,18,62,12,6,0,36,24,36,36,24,0,edgeCount
676,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
675,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
674,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,18,44,8,10,2,18,10,18,44,10,2,edgeCount
673,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
672,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,50,50,20,30,0,50,30,50,50,30,0,edgeCount
671,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,9,41,9,0,0,21,12,21,21,12,0,edgeCount
670,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
669,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,30,30,8,22,0,30,22,30,30,22,0,edgeCount
668,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,61,61,13,48,4,-1,-14,-1,-1,-14,4,edgeCount
667,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
666,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
665,197,243,graphml/Cogentco.graphml,3,,clustered,0.7;-0.3,-1,-1,17,-18,0,-1,-18,-1,-1,-18,0,edgeCount
664,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
663,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
662,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
661,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,72,72,22,50,0,72,50,72,72,50,0,edgeCount
660,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
659,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
658,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
657,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
656,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
655,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,23,23,23,0,0,23,0,23,23,0,0,edgeCount
654,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
653,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,15,15,15,0,0,15,0,15,15,0,0,edgeCount
652,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,75,73,28,47,2,-1,-29,75,73,47,2,edgeCount
651,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,12,12,12,0,0,12,0,12,12,0,0,edgeCount
650,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
649,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,9,12,9,0,0,19,10,19,19,10,0,edgeCount
648,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
647,197,243,graphml/Cogentco.graphml,3,,clustered,0.7;-0.3,25,25,7,18,0,-1,-8,25,25,18,0,edgeCount
646,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,17,-18,0,-1,-18,-1,-1,-18,0,edgeCount
645,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
644,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
643,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,15,39,9,6,2,15,6,15,39,6,2,edgeCount
642,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
641,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
640,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
639,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,39,55,16,23,2,39,23,39,55,23,2,edgeCount
638,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,31,31,11,20,0,31,20,31,31,20,0,edgeCount
637,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,9,57,9,0,2,9,0,9,57,0,2,edgeCount
636,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
635,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
634,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
633,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
632,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
631,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,20,20,18,2,0,20,2,20,20,2,0,edgeCount
630,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,15,15,15,0,0,15,0,15,15,0,0,edgeCount
629,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
628,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
627,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
626,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
625,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,20,14,14,6,2,-1,-15,20,14,6,2,edgeCount
624,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
623,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
622,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,21,21,11,10,2,-1,-12,21,21,10,2,edgeCount
621,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
620,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,29,13,13,16,2,-1,-14,29,13,16,2,edgeCount
619,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,62,38,16,46,0,16,0,16,16,0,0,edgeCount
618,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,36,34,17,19,2,-1,-18,36,34,19,2,edgeCount
617,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
616,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,23,-24,0,-1,-24,-1,-1,-24,0,edgeCount
615,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
614,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,69,69,25,44,2,-1,-26,69,69,44,2,edgeCount
613,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,12,12,12,0,0,12,0,12,12,0,0,edgeCount
612,197,243,graphml/Cogentco.graphml,3,,clustered,0.7;-0.3,-1,-1,13,-14,0,-1,-14,-1,-1,-14,0,edgeCount
611,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,11,-12,0,-1,-12,-1,-1,-12,0,edgeCount
610,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
609,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
608,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,10,-11,4,-1,-11,-1,-1,-11,4,edgeCount
607,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
606,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
605,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
604,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,13,-14,4,-1,-14,-1,-1,-14,4,edgeCount
603,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,22,22,10,12,0,22,12,22,22,12,0,edgeCount
602,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
601,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
600,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
599,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,28,16,10,18,2,-1,-11,28,16,18,2,edgeCount
598,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
